state,year,gender,offense,offenders
AZ,2016,Unknown,property-crime,16
AZ,2017,Unknown,property-crime,14
AZ,2018,Unknown,property-crime,39
CO,2010,Male,aggravated-assault,7749
CO,2011,Male,aggravated-assault,7179
CO,2012,Male,aggravated-assault,8070
CO,2013,Male,aggravated-assault,7788
CO,2014,Male,aggravated-assault,7822
CO,2015,Male,aggravated-assault,7986
CO,2016,Male,aggravated-assault,9112
CO,2017,Male,aggravated-assault,9748
CO,2018,Male,aggravated-assault,10688
CO,2010,Female,aggravated-assault,1704
CO,2011,Female,aggravated-assault,1471
CO,2012,Female,aggravated-assault,1582
CO,2013,Female,aggravated-assault,1543
CO,2014,Female,aggravated-assault,1698
CO,2015,Female,aggravated-assault,1665
CO,2016,Female,aggravated-assault,1927
CO,2017,Female,aggravated-assault,2078
CO,2018,Female,aggravated-assault,2400
CO,2010,Unknown,aggravated-assault,520
CO,2011,Unknown,aggravated-assault,549
CO,2012,Unknown,aggravated-assault,422
CO,2013,Unknown,aggravated-assault,423
CO,2014,Unknown,aggravated-assault,585
CO,2015,Unknown,aggravated-assault,664
CO,2016,Unknown,aggravated-assault,701
CO,2017,Unknown,aggravated-assault,771
CO,2018,Unknown,aggravated-assault,809
CO,2010,Male,burglary,7061
CO,2011,Male,burglary,7075
CO,2012,Male,burglary,7773
CO,2013,Male,burglary,7908
CO,2014,Male,burglary,7663
CO,2015,Male,burglary,7786
CO,2016,Male,burglary,8313
CO,2017,Male,burglary,8399
CO,2018,Male,burglary,8164
CO,2010,Female,burglary,1338
CO,2011,Female,burglary,1440
CO,2012,Female,burglary,1521
CO,2013,Female,burglary,1708
CO,2014,Female,burglary,1764
CO,2015,Female,burglary,1680
CO,2016,Female,burglary,1877
CO,2017,Female,burglary,1856
CO,2018,Female,burglary,1958
CO,2010,Unknown,burglary,6989
CO,2011,Unknown,burglary,7124
CO,2012,Unknown,burglary,6181
CO,2013,Unknown,burglary,5581
CO,2014,Unknown,burglary,6281
CO,2015,Unknown,burglary,8190
CO,2016,Unknown,burglary,8053
CO,2017,Unknown,burglary,7974
CO,2018,Unknown,burglary,6835
CO,2010,Male,larceny,23302
CO,2011,Male,larceny,24093
CO,2012,Male,larceny,29192
CO,2013,Male,larceny,32950
CO,2014,Male,larceny,34929
CO,2015,Male,larceny,35913
CO,2016,Male,larceny,36515
CO,2017,Male,larceny,36132
CO,2018,Male,larceny,34912
CO,2010,Female,larceny,12873
CO,2011,Female,larceny,13938
CO,2012,Female,larceny,16820
CO,2013,Female,larceny,19092
CO,2014,Female,larceny,20957
CO,2015,Female,larceny,21297
CO,2016,Female,larceny,21222
CO,2017,Female,larceny,19864
CO,2018,Female,larceny,19788
CO,2010,Unknown,larceny,18535
CO,2011,Unknown,larceny,18448
CO,2012,Unknown,larceny,16227
CO,2013,Unknown,larceny,13807
CO,2014,Unknown,larceny,14451
CO,2015,Unknown,larceny,21600
CO,2016,Unknown,larceny,25189
CO,2017,Unknown,larceny,28833
CO,2018,Unknown,larceny,27125
CO,2010,Male,motor-vehicle-theft,2459
CO,2011,Male,motor-vehicle-theft,2378
CO,2012,Male,motor-vehicle-theft,3060
CO,2013,Male,motor-vehicle-theft,3496
CO,2014,Male,motor-vehicle-theft,3749
CO,2015,Male,motor-vehicle-theft,4535
CO,2016,Male,motor-vehicle-theft,5701
CO,2017,Male,motor-vehicle-theft,6113
CO,2018,Male,motor-vehicle-theft,6290
CO,2010,Female,motor-vehicle-theft,715
CO,2011,Female,motor-vehicle-theft,688
CO,2012,Female,motor-vehicle-theft,830
CO,2013,Female,motor-vehicle-theft,1096
CO,2014,Female,motor-vehicle-theft,1275
CO,2015,Female,motor-vehicle-theft,1576
CO,2016,Female,motor-vehicle-theft,1995
CO,2017,Female,motor-vehicle-theft,2226
CO,2018,Female,motor-vehicle-theft,2262
CO,2010,Unknown,motor-vehicle-theft,2186
CO,2011,Unknown,motor-vehicle-theft,2165
CO,2012,Unknown,motor-vehicle-theft,1807
CO,2013,Unknown,motor-vehicle-theft,1771
CO,2014,Unknown,motor-vehicle-theft,2595
CO,2015,Unknown,motor-vehicle-theft,5578
CO,2016,Unknown,motor-vehicle-theft,7205
CO,2017,Unknown,motor-vehicle-theft,9147
CO,2018,Unknown,motor-vehicle-theft,8319
CO,2010,Male,homicide,107
CO,2011,Male,homicide,128
CO,2012,Male,homicide,147
CO,2013,Male,homicide,133
CO,2014,Male,homicide,134
CO,2015,Male,homicide,160
CO,2016,Male,homicide,187
CO,2017,Male,homicide,241
CO,2018,Male,homicide,217
CO,2010,Female,homicide,24
CO,2011,Female,homicide,23
CO,2012,Female,homicide,16
CO,2013,Female,homicide,29
CO,2014,Female,homicide,21
CO,2015,Female,homicide,24
CO,2016,Female,homicide,30
CO,2017,Female,homicide,36
CO,2018,Female,homicide,36
CO,2010,Unknown,homicide,17
CO,2011,Unknown,homicide,17
CO,2012,Unknown,homicide,22
CO,2013,Unknown,homicide,10
CO,2014,Unknown,homicide,13
CO,2015,Unknown,homicide,10
CO,2016,Unknown,homicide,16
CO,2017,Unknown,homicide,31
CO,2018,Unknown,homicide,18
CO,2010,Male,rape,2588
CO,2011,Male,rape,2620
CO,2012,Male,rape,2965
CO,2013,Male,rape,2912
CO,2014,Male,rape,2964
CO,2015,Male,rape,3199
CO,2016,Male,rape,3514
CO,2017,Male,rape,3823
CO,2018,Male,rape,3902
CO,2010,Female,rape,76
CO,2011,Female,rape,94
CO,2012,Female,rape,94
CO,2013,Female,rape,123
CO,2014,Female,rape,130
CO,2015,Female,rape,130
CO,2016,Female,rape,159
CO,2017,Female,rape,176
CO,2018,Female,rape,191
CO,2010,Unknown,rape,84
CO,2011,Unknown,rape,90
CO,2012,Unknown,rape,147
CO,2013,Unknown,rape,120
CO,2014,Unknown,rape,179
CO,2015,Unknown,rape,230
CO,2016,Unknown,rape,252
CO,2017,Unknown,rape,296
CO,2018,Unknown,rape,297
CO,2010,Male,robbery,4437
CO,2011,Male,robbery,4574
CO,2012,Male,robbery,4806
CO,2013,Male,robbery,4411
CO,2014,Male,robbery,4274
CO,2015,Male,robbery,4515
CO,2016,Male,robbery,5109
CO,2017,Male,robbery,5602
CO,2018,Male,robbery,5337
CO,2010,Female,robbery,491
CO,2011,Female,robbery,442
CO,2012,Female,robbery,480
CO,2013,Female,robbery,524
CO,2014,Female,robbery,604
CO,2015,Female,robbery,628
CO,2016,Female,robbery,655
CO,2017,Female,robbery,746
CO,2018,Female,robbery,819
CO,2010,Unknown,robbery,266
CO,2011,Unknown,robbery,280
CO,2012,Unknown,robbery,342
CO,2013,Unknown,robbery,373
CO,2014,Unknown,robbery,320
CO,2015,Unknown,robbery,321
CO,2016,Unknown,robbery,347
CO,2017,Unknown,robbery,374
CO,2018,Unknown,robbery,348
CO,2010,Male,arson,466
CO,2011,Male,arson,484
CO,2012,Male,arson,495
CO,2013,Male,arson,439
CO,2014,Male,arson,501
CO,2015,Male,arson,440
CO,2016,Male,arson,506
CO,2017,Male,arson,611
CO,2018,Male,arson,528
CO,2010,Female,arson,57
CO,2011,Female,arson,67
CO,2012,Female,arson,82
CO,2013,Female,arson,96
CO,2014,Female,arson,83
CO,2015,Female,arson,100
CO,2016,Female,arson,122
CO,2017,Female,arson,112
CO,2018,Female,arson,113
CO,2010,Unknown,arson,198
CO,2011,Unknown,arson,222
CO,2012,Unknown,arson,125
CO,2013,Unknown,arson,106
CO,2014,Unknown,arson,176
CO,2015,Unknown,arson,206
CO,2016,Unknown,arson,204
CO,2017,Unknown,arson,280
CO,2018,Unknown,arson,258
CO,2010,Male,violent-crime,14881
CO,2011,Male,violent-crime,14501
CO,2012,Male,violent-crime,15988
CO,2013,Male,violent-crime,15244
CO,2014,Male,violent-crime,15194
CO,2015,Male,violent-crime,15860
CO,2016,Male,violent-crime,17922
CO,2017,Male,violent-crime,19414
CO,2018,Male,violent-crime,20144
CO,2010,Female,violent-crime,2295
CO,2011,Female,violent-crime,2030
CO,2012,Female,violent-crime,2172
CO,2013,Female,violent-crime,2219
CO,2014,Female,violent-crime,2453
CO,2015,Female,violent-crime,2447
CO,2016,Female,violent-crime,2771
CO,2017,Female,violent-crime,3036
CO,2018,Female,violent-crime,3446
CO,2010,Unknown,violent-crime,887
CO,2011,Unknown,violent-crime,936
CO,2012,Unknown,violent-crime,933
CO,2013,Unknown,violent-crime,926
CO,2014,Unknown,violent-crime,1097
CO,2015,Unknown,violent-crime,1225
CO,2016,Unknown,violent-crime,1316
CO,2017,Unknown,violent-crime,1472
CO,2018,Unknown,violent-crime,1472
CO,2010,Male,property-crime,33288
CO,2011,Male,property-crime,34030
CO,2012,Male,property-crime,40520
CO,2013,Male,property-crime,44793
CO,2014,Male,property-crime,46842
CO,2015,Male,property-crime,48674
CO,2016,Male,property-crime,51035
CO,2017,Male,property-crime,51255
CO,2018,Male,property-crime,49894
CO,2010,Female,property-crime,14983
CO,2011,Female,property-crime,16133
CO,2012,Female,property-crime,19253
CO,2013,Female,property-crime,21992
CO,2014,Female,property-crime,24079
CO,2015,Female,property-crime,24653
CO,2016,Female,property-crime,25216
CO,2017,Female,property-crime,24058
CO,2018,Female,property-crime,24121
CO,2010,Unknown,property-crime,27908
CO,2011,Unknown,property-crime,27959
CO,2012,Unknown,property-crime,24340
CO,2013,Unknown,property-crime,21265
CO,2014,Unknown,property-crime,23503
CO,2015,Unknown,property-crime,35574
CO,2016,Unknown,property-crime,40651
CO,2017,Unknown,property-crime,46234
CO,2018,Unknown,property-crime,42537
CT,2010,Male,aggravated-assault,2011
CT,2011,Male,aggravated-assault,1999
CT,2012,Male,aggravated-assault,2047
CT,2013,Male,aggravated-assault,1832
CT,2014,Male,aggravated-assault,1586
CT,2015,Male,aggravated-assault,1448
CT,2016,Male,aggravated-assault,1840
CT,2017,Male,aggravated-assault,1722
CT,2018,Male,aggravated-assault,1847
CT,2010,Female,aggravated-assault,680
CT,2011,Female,aggravated-assault,728
CT,2012,Female,aggravated-assault,751
CT,2013,Female,aggravated-assault,700
CT,2014,Female,aggravated-assault,545
CT,2015,Female,aggravated-assault,592
CT,2016,Female,aggravated-assault,636
CT,2017,Female,aggravated-assault,642
CT,2018,Female,aggravated-assault,652
CT,2010,Unknown,aggravated-assault,14
CT,2011,Unknown,aggravated-assault,19
CT,2012,Unknown,aggravated-assault,95
CT,2013,Unknown,aggravated-assault,50
CT,2014,Unknown,aggravated-assault,41
CT,2015,Unknown,aggravated-assault,90
CT,2016,Unknown,aggravated-assault,100
CT,2017,Unknown,aggravated-assault,80
CT,2018,Unknown,aggravated-assault,84
CT,2010,Male,burglary,2445
CT,2011,Male,burglary,2501
CT,2012,Male,burglary,2456
CT,2013,Male,burglary,2268
CT,2014,Male,burglary,2195
CT,2015,Male,burglary,1850
CT,2016,Male,burglary,2106
CT,2017,Male,burglary,1848
CT,2018,Male,burglary,1616
CT,2010,Female,burglary,485
CT,2011,Female,burglary,430
CT,2012,Female,burglary,422
CT,2013,Female,burglary,399
CT,2014,Female,burglary,323
CT,2015,Female,burglary,277
CT,2016,Female,burglary,273
CT,2017,Female,burglary,285
CT,2018,Female,burglary,260
CT,2010,Unknown,burglary,265
CT,2011,Unknown,burglary,284
CT,2012,Unknown,burglary,295
CT,2013,Unknown,burglary,232
CT,2014,Unknown,burglary,328
CT,2015,Unknown,burglary,490
CT,2016,Unknown,burglary,568
CT,2017,Unknown,burglary,530
CT,2018,Unknown,burglary,386
CT,2010,Male,larceny,8872
CT,2011,Male,larceny,9119
CT,2012,Male,larceny,9401
CT,2013,Male,larceny,8706
CT,2014,Male,larceny,8862
CT,2015,Male,larceny,8757
CT,2016,Male,larceny,8755
CT,2017,Male,larceny,8472
CT,2018,Male,larceny,7843
CT,2010,Female,larceny,5292
CT,2011,Female,larceny,5509
CT,2012,Female,larceny,5528
CT,2013,Female,larceny,5311
CT,2014,Female,larceny,5555
CT,2015,Female,larceny,5099
CT,2016,Female,larceny,5105
CT,2017,Female,larceny,5185
CT,2018,Female,larceny,5024
CT,2010,Unknown,larceny,847
CT,2011,Unknown,larceny,1037
CT,2012,Unknown,larceny,1119
CT,2013,Unknown,larceny,1053
CT,2014,Unknown,larceny,1045
CT,2015,Unknown,larceny,1699
CT,2016,Unknown,larceny,2196
CT,2017,Unknown,larceny,2105
CT,2018,Unknown,larceny,1746
CT,2010,Male,motor-vehicle-theft,653
CT,2011,Male,motor-vehicle-theft,583
CT,2012,Male,motor-vehicle-theft,560
CT,2013,Male,motor-vehicle-theft,610
CT,2014,Male,motor-vehicle-theft,684
CT,2015,Male,motor-vehicle-theft,758
CT,2016,Male,motor-vehicle-theft,1037
CT,2017,Male,motor-vehicle-theft,1111
CT,2018,Male,motor-vehicle-theft,1058
CT,2010,Female,motor-vehicle-theft,122
CT,2011,Female,motor-vehicle-theft,117
CT,2012,Female,motor-vehicle-theft,111
CT,2013,Female,motor-vehicle-theft,120
CT,2014,Female,motor-vehicle-theft,126
CT,2015,Female,motor-vehicle-theft,151
CT,2016,Female,motor-vehicle-theft,168
CT,2017,Female,motor-vehicle-theft,200
CT,2018,Female,motor-vehicle-theft,200
CT,2010,Unknown,motor-vehicle-theft,60
CT,2011,Unknown,motor-vehicle-theft,57
CT,2012,Unknown,motor-vehicle-theft,75
CT,2013,Unknown,motor-vehicle-theft,96
CT,2014,Unknown,motor-vehicle-theft,98
CT,2015,Unknown,motor-vehicle-theft,226
CT,2016,Unknown,motor-vehicle-theft,383
CT,2017,Unknown,motor-vehicle-theft,403
CT,2018,Unknown,motor-vehicle-theft,368
CT,2010,Male,homicide,43
CT,2011,Male,homicide,55
CT,2012,Male,homicide,45
CT,2013,Male,homicide,44
CT,2014,Male,homicide,33
CT,2015,Male,homicide,39
CT,2016,Male,homicide,39
CT,2017,Male,homicide,46
CT,2018,Male,homicide,48
CT,2010,Female,homicide,4
CT,2011,Female,homicide,3
CT,2012,Female,homicide,5
CT,2013,Female,homicide,4
CT,2014,Female,homicide,7
CT,2015,Female,homicide,5
CT,2016,Female,homicide,6
CT,2017,Female,homicide,3
CT,2018,Female,homicide,3
CT,2010,Unknown,homicide,1
CT,2011,Unknown,homicide,3
CT,2012,Unknown,homicide,2
CT,2013,Unknown,homicide,1
CT,2014,Unknown,homicide,1
CT,2015,Unknown,homicide,6
CT,2016,Unknown,homicide,4
CT,2017,Unknown,homicide,2
CT,2018,Unknown,homicide,2
CT,2010,Male,rape,416
CT,2011,Male,rape,454
CT,2012,Male,rape,443
CT,2013,Male,rape,459
CT,2014,Male,rape,377
CT,2015,Male,rape,377
CT,2016,Male,rape,376
CT,2017,Male,rape,412
CT,2018,Male,rape,474
CT,2010,Female,rape,19
CT,2011,Female,rape,21
CT,2012,Female,rape,14
CT,2013,Female,rape,20
CT,2014,Female,rape,16
CT,2015,Female,rape,20
CT,2016,Female,rape,21
CT,2017,Female,rape,11
CT,2018,Female,rape,11
CT,2010,Unknown,rape,3
CT,2011,Unknown,rape,2
CT,2012,Unknown,rape,7
CT,2013,Unknown,rape,8
CT,2014,Unknown,rape,7
CT,2015,Unknown,rape,16
CT,2016,Unknown,rape,13
CT,2017,Unknown,rape,17
CT,2018,Unknown,rape,14
CT,2010,Male,robbery,1306
CT,2011,Male,robbery,1332
CT,2012,Male,robbery,1305
CT,2013,Male,robbery,1500
CT,2014,Male,robbery,1193
CT,2015,Male,robbery,1056
CT,2016,Male,robbery,1265
CT,2017,Male,robbery,1173
CT,2018,Male,robbery,979
CT,2010,Female,robbery,183
CT,2011,Female,robbery,161
CT,2012,Female,robbery,183
CT,2013,Female,robbery,182
CT,2014,Female,robbery,151
CT,2015,Female,robbery,148
CT,2016,Female,robbery,167
CT,2017,Female,robbery,175
CT,2018,Female,robbery,158
CT,2010,Unknown,robbery,14
CT,2011,Unknown,robbery,56
CT,2012,Unknown,robbery,42
CT,2013,Unknown,robbery,19
CT,2014,Unknown,robbery,85
CT,2015,Unknown,robbery,264
CT,2016,Unknown,robbery,88
CT,2017,Unknown,robbery,154
CT,2018,Unknown,robbery,122
CT,2010,Male,arson,113
CT,2011,Male,arson,112
CT,2012,Male,arson,72
CT,2013,Male,arson,93
CT,2014,Male,arson,95
CT,2015,Male,arson,62
CT,2016,Male,arson,60
CT,2017,Male,arson,57
CT,2018,Male,arson,66
CT,2010,Female,arson,28
CT,2011,Female,arson,15
CT,2012,Female,arson,23
CT,2013,Female,arson,20
CT,2014,Female,arson,16
CT,2015,Female,arson,13
CT,2016,Female,arson,21
CT,2017,Female,arson,20
CT,2018,Female,arson,11
CT,2010,Unknown,arson,3
CT,2011,Unknown,arson,5
CT,2012,Unknown,arson,5
CT,2013,Unknown,arson,1
CT,2014,Unknown,arson,4
CT,2015,Unknown,arson,9
CT,2016,Unknown,arson,4
CT,2017,Unknown,arson,9
CT,2018,Unknown,arson,4
CT,2010,Male,violent-crime,3776
CT,2011,Male,violent-crime,3840
CT,2012,Male,violent-crime,3840
CT,2013,Male,violent-crime,3835
CT,2014,Male,violent-crime,3189
CT,2015,Male,violent-crime,2920
CT,2016,Male,violent-crime,3520
CT,2017,Male,violent-crime,3353
CT,2018,Male,violent-crime,3348
CT,2010,Female,violent-crime,886
CT,2011,Female,violent-crime,913
CT,2012,Female,violent-crime,953
CT,2013,Female,violent-crime,906
CT,2014,Female,violent-crime,719
CT,2015,Female,violent-crime,765
CT,2016,Female,violent-crime,830
CT,2017,Female,violent-crime,831
CT,2018,Female,violent-crime,824
CT,2010,Unknown,violent-crime,32
CT,2011,Unknown,violent-crime,80
CT,2012,Unknown,violent-crime,146
CT,2013,Unknown,violent-crime,78
CT,2014,Unknown,violent-crime,134
CT,2015,Unknown,violent-crime,376
CT,2016,Unknown,violent-crime,205
CT,2017,Unknown,violent-crime,253
CT,2018,Unknown,violent-crime,222
CT,2010,Male,property-crime,12083
CT,2011,Male,property-crime,12315
CT,2012,Male,property-crime,12489
CT,2013,Male,property-crime,11677
CT,2014,Male,property-crime,11836
CT,2015,Male,property-crime,11427
CT,2016,Male,property-crime,11958
CT,2017,Male,property-crime,11488
CT,2018,Male,property-crime,10583
CT,2010,Female,property-crime,5927
CT,2011,Female,property-crime,6071
CT,2012,Female,property-crime,6084
CT,2013,Female,property-crime,5850
CT,2014,Female,property-crime,6020
CT,2015,Female,property-crime,5540
CT,2016,Female,property-crime,5567
CT,2017,Female,property-crime,5690
CT,2018,Female,property-crime,5495
CT,2010,Unknown,property-crime,1175
CT,2011,Unknown,property-crime,1383
CT,2012,Unknown,property-crime,1494
CT,2013,Unknown,property-crime,1382
CT,2014,Unknown,property-crime,1475
CT,2015,Unknown,property-crime,2424
CT,2016,Unknown,property-crime,3151
CT,2017,Unknown,property-crime,3047
CT,2018,Unknown,property-crime,2504
DC,2010,Male,aggravated-assault,169
DC,2011,Male,aggravated-assault,168
DC,2012,Male,aggravated-assault,147
DC,2013,Male,aggravated-assault,149
DC,2014,Male,aggravated-assault,110
DC,2015,Male,aggravated-assault,148
DC,2016,Male,aggravated-assault,195
DC,2017,Male,aggravated-assault,128
DC,2018,Male,aggravated-assault,136
DC,2010,Female,aggravated-assault,40
DC,2011,Female,aggravated-assault,22
DC,2012,Female,aggravated-assault,35
DC,2013,Female,aggravated-assault,47
DC,2014,Female,aggravated-assault,35
DC,2015,Female,aggravated-assault,37
DC,2016,Female,aggravated-assault,84
DC,2017,Female,aggravated-assault,36
DC,2018,Female,aggravated-assault,56
DC,2010,Unknown,aggravated-assault,0
DC,2011,Unknown,aggravated-assault,8
DC,2012,Unknown,aggravated-assault,6
DC,2013,Unknown,aggravated-assault,4
DC,2014,Unknown,aggravated-assault,7
DC,2015,Unknown,aggravated-assault,0
DC,2016,Unknown,aggravated-assault,3
DC,2017,Unknown,aggravated-assault,4
DC,2018,Unknown,aggravated-assault,1
DC,2010,Male,burglary,7
DC,2011,Male,burglary,0
DC,2013,Male,burglary,0
DC,2014,Male,burglary,1
DC,2016,Male,burglary,0
DC,2017,Male,burglary,1
DC,2018,Male,burglary,4
DC,2010,Female,burglary,0
DC,2011,Female,burglary,0
DC,2013,Female,burglary,0
DC,2014,Female,burglary,0
DC,2016,Female,burglary,0
DC,2017,Female,burglary,0
DC,2018,Female,burglary,0
DC,2010,Unknown,burglary,0
DC,2011,Unknown,burglary,0
DC,2013,Unknown,burglary,0
DC,2014,Unknown,burglary,0
DC,2016,Unknown,burglary,0
DC,2017,Unknown,burglary,0
DC,2018,Unknown,burglary,3
DC,2010,Male,larceny,810
DC,2011,Male,larceny,722
DC,2012,Male,larceny,792
DC,2013,Male,larceny,999
DC,2014,Male,larceny,600
DC,2015,Male,larceny,565
DC,2016,Male,larceny,532
DC,2017,Male,larceny,433
DC,2018,Male,larceny,413
DC,2010,Female,larceny,51
DC,2011,Female,larceny,64
DC,2012,Female,larceny,59
DC,2013,Female,larceny,78
DC,2014,Female,larceny,58
DC,2015,Female,larceny,51
DC,2016,Female,larceny,88
DC,2017,Female,larceny,77
DC,2018,Female,larceny,42
DC,2010,Unknown,larceny,3
DC,2011,Unknown,larceny,4
DC,2012,Unknown,larceny,13
DC,2013,Unknown,larceny,19
DC,2014,Unknown,larceny,10
DC,2015,Unknown,larceny,8
DC,2016,Unknown,larceny,130
DC,2017,Unknown,larceny,186
DC,2018,Unknown,larceny,65
DC,2010,Male,motor-vehicle-theft,44
DC,2011,Male,motor-vehicle-theft,15
DC,2012,Male,motor-vehicle-theft,13
DC,2013,Male,motor-vehicle-theft,15
DC,2014,Male,motor-vehicle-theft,15
DC,2015,Male,motor-vehicle-theft,17
DC,2016,Male,motor-vehicle-theft,19
DC,2017,Male,motor-vehicle-theft,18
DC,2018,Male,motor-vehicle-theft,12
DC,2010,Female,motor-vehicle-theft,2
DC,2011,Female,motor-vehicle-theft,2
DC,2012,Female,motor-vehicle-theft,2
DC,2013,Female,motor-vehicle-theft,1
DC,2014,Female,motor-vehicle-theft,1
DC,2015,Female,motor-vehicle-theft,0
DC,2016,Female,motor-vehicle-theft,4
DC,2017,Female,motor-vehicle-theft,7
DC,2018,Female,motor-vehicle-theft,0
DC,2010,Unknown,motor-vehicle-theft,0
DC,2011,Unknown,motor-vehicle-theft,0
DC,2012,Unknown,motor-vehicle-theft,0
DC,2013,Unknown,motor-vehicle-theft,2
DC,2014,Unknown,motor-vehicle-theft,0
DC,2015,Unknown,motor-vehicle-theft,0
DC,2016,Unknown,motor-vehicle-theft,14
DC,2017,Unknown,motor-vehicle-theft,4
DC,2018,Unknown,motor-vehicle-theft,5
DC,2016,Male,homicide,1
DC,2016,Female,homicide,0
DC,2016,Unknown,homicide,0
DC,2010,Male,rape,7
DC,2011,Male,rape,2
DC,2013,Male,rape,1
DC,2014,Male,rape,2
DC,2016,Male,rape,6
DC,2018,Male,rape,4
DC,2012,Male,rape,1
DC,2017,Male,rape,1
DC,2010,Female,rape,0
DC,2011,Female,rape,0
DC,2013,Female,rape,1
DC,2014,Female,rape,0
DC,2016,Female,rape,0
DC,2018,Female,rape,0
DC,2012,Female,rape,0
DC,2017,Female,rape,0
DC,2010,Unknown,rape,0
DC,2011,Unknown,rape,0
DC,2013,Unknown,rape,0
DC,2014,Unknown,rape,0
DC,2016,Unknown,rape,0
DC,2018,Unknown,rape,0
DC,2012,Unknown,rape,0
DC,2017,Unknown,rape,0
DC,2010,Male,robbery,860
DC,2011,Male,robbery,650
DC,2012,Male,robbery,614
DC,2013,Male,robbery,776
DC,2014,Male,robbery,505
DC,2015,Male,robbery,624
DC,2016,Male,robbery,692
DC,2017,Male,robbery,636
DC,2018,Male,robbery,479
DC,2010,Female,robbery,98
DC,2011,Female,robbery,93
DC,2012,Female,robbery,76
DC,2013,Female,robbery,126
DC,2014,Female,robbery,80
DC,2015,Female,robbery,118
DC,2016,Female,robbery,131
DC,2017,Female,robbery,102
DC,2018,Female,robbery,101
DC,2010,Unknown,robbery,2
DC,2011,Unknown,robbery,3
DC,2012,Unknown,robbery,3
DC,2013,Unknown,robbery,0
DC,2014,Unknown,robbery,11
DC,2015,Unknown,robbery,14
DC,2016,Unknown,robbery,13
DC,2017,Unknown,robbery,28
DC,2018,Unknown,robbery,15
DC,2012,Male,arson,0
DC,2013,Male,arson,1
DC,2014,Male,arson,3
DC,2015,Male,arson,1
DC,2016,Male,arson,4
DC,2018,Male,arson,3
DC,2012,Female,arson,0
DC,2013,Female,arson,0
DC,2014,Female,arson,0
DC,2015,Female,arson,0
DC,2016,Female,arson,0
DC,2018,Female,arson,0
DC,2012,Unknown,arson,0
DC,2013,Unknown,arson,0
DC,2014,Unknown,arson,0
DC,2015,Unknown,arson,0
DC,2016,Unknown,arson,1
